tweet,id,date,time,username,replies_count,retweets_count,likes_count,tdatetime
Amherst resident honored for service as a @USArmy nurse during WWII  READ MORE via @theamherstbee: https://www.amherstbee.com/articles/amherst-resident-honored-for-service-as-a-u-s-army-nurse-during-wwii/ …,1212013252609265665,2019-12-31,14:10:52,repbrianhiggins,0,5,10,2019-12-31 14:10:52
.@NORADCommand reporting for duty again this Christmas Eve on a special annual mission. Families can follow @NORADSanta for regular updates from the #NORADSantaTracker:  https://www.noradsanta.org/ ,1209504895398809601,2019-12-24,16:03:33,repbrianhiggins,0,3,9,2019-12-24 16:03:33
"Today, the House passed legislation to reverse one of the most egregious provisions of the GOP tax scheme, lifting the State and Local Tax (SALT) cap to provide tax fairness for WNYers. Proud to cosponsor this bill, which you can read more about here:  https://higgins.house.gov/media-center/press-releases/higgins-announces-house-passage-of-legislation-lifting-cap-on-state-and … pic.twitter.com/SkPcaBkYI4",1207786403234484225,2019-12-19,22:14:52,repbrianhiggins,2,8,14,2019-12-19 22:14:52
"Congress has an obligation to serve as the People’s check & balance to the abuse of power.  The framers of the Constitution sought a nation committed to uphold the promise of justice, integrity and independence. The House delivered a vote keeping that promise. #DefendOurDemocracy pic.twitter.com/4OIGVtulRn",1207484711574134786,2019-12-19,02:16:03,repbrianhiggins,31,14,93,2019-12-19 02:16:03
House votes to impeach President Trump for Abuse of Power pic.twitter.com/NKlVxiS7Jc,1207478004617748480,2019-12-19,01:49:24,repbrianhiggins,5,12,55,2019-12-19 01:49:24
"Soliciting a bribe from a foreign leader to secure personal, political gain is an abuse of power and an impeachable offense. It's why impeachment is necessary to #DefendOurDemocracy pic.twitter.com/5p6OsoCMRO",1207423524148842496,2019-12-18,22:12:55,repbrianhiggins,25,15,69,2019-12-18 22:12:55
The only things standing between democracy and a dictatorship is the separation of powers and rule of law. #DefendOurDemocracy pic.twitter.com/jH3cGmGtcO,1207389880818569216,2019-12-18,19:59:14,repbrianhiggins,52,12,48,2019-12-18 19:59:14
"The House of Representatives must defend the Constitution and abide by the oath we swore to uphold. Today the People’s House will act, as it has throughout history, to #DefendOurDemocracy pic.twitter.com/xJxevjYv4s",1207384334048595972,2019-12-18,19:37:12,repbrianhiggins,15,6,21,2019-12-18 19:37:12
Thanks for reaching out. Must have been a mix-up. I will vote in favor of both Articles. https://www.washingtonpost.com/graphics/2019/politics/house-impeachment-votes/ …,1207118036815228929,2019-12-18,01:59:01,repbrianhiggins,3,1,4,2019-12-18 01:59:01
Tobacco 21 laws adopted by New York and 18 other states will soon be the nationwide standard.  The American @lungassociation shares why this change will save lives:  https://www.lung.org/our-initiatives/tobacco/cessation-and-prevention/tobacco-21-laws.html … https://twitter.com/politico/status/1206586049322999809 …,1207049046822653956,2019-12-17,21:24:53,repbrianhiggins,2,1,1,2019-12-17 21:24:53
"Leaders at @UBSchoolofLaw among 854 legal scholars calling President Trump's actions ""clearly impeachable under our Constitution.""  https://medium.com/@legalscholarsonimpeachment/letter-to-congress-from-legal-scholars-6c18b5b6d116 … https://twitter.com/TheBuffaloNews/status/1206531520858673152 …",1206605705219911682,2019-12-16,16:03:12,repbrianhiggins,5,6,18,2019-12-16 16:03:12
