tweet,id,date,time,username,replies_count,retweets_count,likes_count,tdatetime
"ICYMI: yesterday I attended the signing of the 9/11 Victim Compensation Fund at the @WhiteHouse. @realDonaldTrump renewed our country’s vow to #NeverForget by signing this bill, which provides financial support for families who lost loved ones due to the 9/11 attacks. pic.twitter.com/n1aQYYhbr3",1156312696419172352,2019-07-30,21:16:44,repmeuser,7,2,13,2019-07-30 21:16:44
"At the invitation of @realDonaldTrump, I enjoyed attending the signing of the 9/11 Victim Compensation Fund. I commend President Trump for signing this bill, which provides financial support for families who lost loved ones due to the 9/11 attacks. #NeverForget pic.twitter.com/xiGBhMB6j6",1155888973786636288,2019-07-29,17:13:01,repmeuser,5,6,36,2019-07-29 17:13:01
READ: Check out my op-ed in @thehill regarding #OpportunityZones. Nearly 35M Americans live in these areas & it is projected they will spur $100B in private investment. #PA09 contains 10 Opportunity Zones. https://thehill.com/blogs/congress-blog/economy-budget/454656-creating-opportunity-for-all …,1154845597117140992,2019-07-26,20:07:01,repmeuser,20,10,27,2019-07-26 20:07:01
WATCH: Enjoyed speaking with @cspanwj this morning to discuss reining in federal spending and the debt ceiling:  https://www.c-span.org/video/?462971-4/washington-journal-representative-dan-meuser-r-pa-discusses-federal-spending-debt-ceiling-deals …,1154758936110780416,2019-07-26,14:22:39,repmeuser,8,2,2,2019-07-26 14:22:39
"Today I introduced the BASIC Act of 2019, which will increase accountability and transparency for the federal budget process. Thanks @rep_stevewomack for your support! https://meuser.house.gov/media/press-releases/meuser-introduces-legislation-increase-accountability-and-transparency-federal …",1154495043199262739,2019-07-25,20:54:02,repmeuser,2,2,5,2019-07-25 20:54:02
"Lasting nearly 2 years & costing more than $25M in taxpayer dollars, the #MuellerReport confirmed that there was no collusion or obstruction. I stand with the American people & @realDonaldTrump & hope Democrat leadership can finally move on from their political theater.",1154128150516965376,2019-07-24,20:36:08,repmeuser,17,16,123,2019-07-24 20:36:08
WATCH: Spoke with @FoxBusiness @MorningsMaria earlier today to discuss the proposed budget caps deal and efforts to secure our border. pic.twitter.com/qcMcNT8QIO,1153785142625751040,2019-07-23,21:53:08,repmeuser,2,3,5,2019-07-23 21:53:08
"Tune in to @FoxBusiness tomorrow at 8:30 a.m. EST to hear me discuss key priorities, such as border security, on @MorningsMaria.",1153419849575669760,2019-07-22,21:41:36,repmeuser,1,4,5,2019-07-22 21:41:36
"I am against the underlying version of H.R. 582, but today offered an amendment to at least protect small businesses. H.R. 582 will cause job loss for up to 3.7 million Americans. Unfortunately, Democrat leadership opted to reject my amendment. pic.twitter.com/AjUwV1aMhX",1151929850757824519,2019-07-18,19:00:52,repmeuser,168,218,489,2019-07-18 19:00:52
"I strongly oppose Democrat leadership’s latest effort to harass @realDonaldTrump. For years, he and his supporters have been subjected to baseless attacks. Such slander is a disservice to our nation and the American people, and I am tired of it. pic.twitter.com/htnUA3B2Dc",1151216749532110853,2019-07-16,19:47:16,repmeuser,6447,13697,37673,2019-07-16 19:47:16
Productive conversation with @AFPhq earlier this week to discuss the important economic policy issues facing our state. pic.twitter.com/BUJDhfMbus,1149771040597430272,2019-07-12,20:02:32,repmeuser,14,15,43,2019-07-12 20:02:32
WATCH: great interview with @brcnews13 to discuss the @WhiteHouse #OpportunityZones event I recently hosted in #PA09. https://www.brctv13.com/news/local-news/24294-tamaqua-part-of-federal-opportunity-zone-program …,1149365469931102208,2019-07-11,17:10:56,repmeuser,3,12,24,2019-07-11 17:10:56
"Yesterday I was honored to speak at the Pennsylvania Telephone Association’s annual convention to discuss the past six months of this Congress, our nation’s growing economy, revitalization in #PA09, & rural broadband issues. pic.twitter.com/aR3JMdZ43U",1148975778840961026,2019-07-10,15:22:27,repmeuser,6,11,25,2019-07-10 15:22:27
READ: Great piece from the @repherald highlighting yesterday’s @WhiteHouse #OpportunityZones event in #PA09. https://www.republicanherald.com/news/federal-tax-incentive-may-spark-development-through-investment-1.2505986 …,1148716213327093760,2019-07-09,22:11:02,repmeuser,0,5,9,2019-07-09 22:11:02
"Enjoyed hosting the @WhiteHouse Opportunity & Revitalization Council roundtable to discuss economic revitalization in #PA09. Other @realDonaldTrump appointees joined from @SBAmidatlantic, @HUDMidAtlantic, @US_GSAR3, @usdaRD, & @AdvocacySBA, focusing on bringing more jobs to PA09. pic.twitter.com/5KjZ8RlLJI",1148362382500093952,2019-07-08,22:45:02,repmeuser,2,11,22,2019-07-08 22:45:02
Happy #4thofJuly! Wishing everyone a safe & fun #IndependenceDay. Proud to be an American & to serve the great people of #PA09. pic.twitter.com/jCnVk3XKil,1146780703746600961,2019-07-04,14:00:00,repmeuser,2,3,15,2019-07-04 14:00:00
"Nearly six months into the new Congress, Democrat leadership is only focused on the 2020 election & continues to prioritize politics over the American people. Read my op-ed in @mcall below to learn more: https://www.mcall.com/opinion/mc-opi-congress-six-months-report-card-20190629-bv42nrywqjdzrablffcwdjadpm-story.html …",1146450398129078272,2019-07-03,16:07:29,repmeuser,62,124,259,2019-07-03 16:07:29
"Congratulations to @realDonaldTrump for his impromptu meeting at the Korean DMZ. Making history by effectively using technology like Twitter to improve international relations. Thank you, Mr. President, for not just doing things differently but also doing them better!",1145456038306603008,2019-06-30,22:16:15,repmeuser,17,22,60,2019-06-30 22:16:15
Enjoyed the thoughtful and informative conversation with @AIPAC members to discuss regional security and peace. pic.twitter.com/2ep2oq7t7z,1144696972856692737,2019-06-28,20:00:00,repmeuser,3,7,24,2019-06-28 20:00:00
"This year’s Democrat leadership agenda has focused on extreme policy proposals that put politics over the American people. We need bipartisan policy which puts Americans first – not America alone, but country first. pic.twitter.com/viUDBRlM4d",1144656765709164546,2019-06-28,17:20:14,repmeuser,6,6,21,2019-06-28 17:20:14
"Pleased Democrat leadership finally came to their senses in joining the Republicans in passing the Senate’s bipartisan bill that funds humanitarian assistance at our southern border. While the bill is not perfect, it’s a step in the right direction. https://meuser.house.gov/media/press-releases/meuser-statement-house-passage-amended-hr-3401 …",1144373710062833665,2019-06-27,22:35:28,repmeuser,2,14,24,2019-06-27 22:35:28
Democrat leadership just denied my unanimous consent request to consider the Senate’s bipartisan bill to provide humanitarian relief at our southern border. This bill passed the Senate with 84 votes & could be signed by @realDonaldTrump today. We must pass this bill now! pic.twitter.com/LdtabP1bYM,1144290306705281026,2019-06-27,17:04:03,repmeuser,559,3162,6443,2019-06-27 17:04:03
"I look forward to participating in tonight’s #CongressionalBaseballGame w/ @SteveScalise. Thank you to @PennStateSL for my jersey. The event has raised millions for charity historically. Fortunately, practices were at 6 a.m. & did not interfere with work. Come on out to the game! pic.twitter.com/HCHEVVsWV5",1143964757944426497,2019-06-26,19:30:26,repmeuser,10,30,123,2019-06-26 19:30:26
Big news – veterans who were exposed to Agent Orange in the offshore waters of Vietnam are now finally eligible for earned VA benefits. Thanks to @realDonaldTrump for signing the Blue Water Navy Vietnam Veterans Act. Proud to cosponsor and support this bill in the House!,1143935821256544257,2019-06-26,17:35:27,repmeuser,11,109,174,2019-06-26 17:35:27
