tweet,id,date,time,username,replies_count,retweets_count,likes_count,tdatetime
Exactly. https://twitter.com/RepTedDeutch/status/1090724954306428928 …,1091074831305580544,2019-01-31,20:44:45,repsarbanes,2,10,46,2019-01-31 20:44:45
#HR1 is the future of political power in America – power that must reside with the PEOPLE. #ForThePeople,1090961666538393600,2019-01-31,13:15:05,repsarbanes,3,29,89,2019-01-31 13:15:05
"We can rebuild our nation’s crumbling infrastructure and provide Americans with the world-class public transportation, roads, bridges and airports that they deserve. #HR1 #ForThePeople",1090961665791791105,2019-01-31,13:15:04,repsarbanes,1,6,20,2019-01-31 13:15:04
We can invest in high-quality education and housing for every American family. #HR1 #ForThePeople,1090961664969793536,2019-01-31,13:15:04,repsarbanes,1,4,7,2019-01-31 13:15:04
We can take swift and meaningful action on climate change and protect America’s environmental treasures – like the Chesapeake Bay. #HR1 #ForThePeople,1090961663975673857,2019-01-31,13:15:04,repsarbanes,1,5,7,2019-01-31 13:15:04
"We can have commonsense gun safety in America, save thousands of lives and stop the @NRA. #HR1 #ForThePeople",1090961663321427968,2019-01-31,13:15:04,repsarbanes,1,5,8,2019-01-31 13:15:04
"We can lower prescription drug prices, decrease insurance premiums and make it easier for everyone to get high-quality and affordable health care. #HR1 #ForThePeople",1090961662486683648,2019-01-31,13:15:04,repsarbanes,1,5,10,2019-01-31 13:15:04
"We can have an economy that lifts up middle-class families, raises wages and offers good-paying jobs – not give trillions of dollars in tax cuts and giveaways to millionaires, billionaires and corporations. #HR1 #ForThePeople",1090961661610074113,2019-01-31,13:15:03,repsarbanes,1,5,7,2019-01-31 13:15:03
And when Members of Congress pay attention to the small donors – to the everyday people – we can bring about the change that Americans across the country want to see.,1090961660691521536,2019-01-31,13:15:03,repsarbanes,1,4,8,2019-01-31 13:15:03
"With more millennial candidates able to run and win on small donations – without having to rely on wealthy donors, PACs or corporations – our representatives in Washington will put people’s interests ahead of special interests. #HR 1 #ForThePeople",1090961659877834755,2019-01-31,13:15:03,repsarbanes,1,5,11,2019-01-31 13:15:03
"Backed by an energized and inspiring group of millennial Members of Congress like @RepKatieHill, @HouseDemocrats will pass #HR1, the #ForThePeople Act, which will create a brand new, 21st-century campaign finance system that multiplies the power of small donors. https://twitter.com/RepKatieHill/status/1090636165303230465 …",1090961658825060353,2019-01-31,13:15:03,repsarbanes,5,42,135,2019-01-31 13:15:03
".@chrislhayes, couldn't have said it any better. https://www.msnbc.com/all-in/watch/in-opposing-voting-access-mcconnell-shows-his-hand-1434943555541 …",1090955480413933570,2019-01-31,12:50:30,repsarbanes,4,6,19,2019-01-31 12:50:30
Proud to earn a perfect rating on the @HumaneSociety's 2018 Scorecard. I will always fight to protect animals from cruelty and abuse. See the full scorecard here:  http://www.hslf.org/assets/pdfs/humane-scorecard/humane_scorecard_2018_final.pdf …. pic.twitter.com/0CXqsGP7Xq,1090712692732628992,2019-01-30,20:45:45,repsarbanes,2,1,11,2019-01-30 20:45:45
".@RepVeasey is spot on! #HR1 will end the dominance of big money in politics, make it easier – not harder – to vote and ensure that public servants actually serve the public. #ForThePeople https://twitter.com/RepVeasey/status/1090703978512465920 …",1090707902598430725,2019-01-30,20:26:43,repsarbanes,5,15,32,2019-01-30 20:26:43
