tweet,id,date,time,username,replies_count,retweets_count,likes_count,tdatetime
"I voted against the impeachment resolution as it would allow Schiff to continue to act as prosecutor, judge, and juror & do nothing to provide this Administration w/the same due process rights afforded in past presidential impeachments. My full statement:  https://bit.ly/34jnjuk  pic.twitter.com/Q7bVcnorHX",1189947252011352066,2019-10-31,16:48:27,reppetestauber,66,14,58,2019-10-31 16:48:27
"Today I was proud to stand on the House Floor and celebrate Stan Cvar, a World War II veteran from Hibbing, whose service and patriotism has our whole community rallying around him. Watch my full speech here: https://bit.ly/2PzAAuy ",1189618291309973505,2019-10-30,19:01:17,reppetestauber,2,2,8,2019-10-30 19:01:17
"ICYMI: Earlier this week, my bill to improve aviation safety passed the House! At a time when many good initiatives are being stalled due to partisan politics, I'm especially thankful that my colleagues supported this legislation in a bipartisan manner.  https://bit.ly/2N02qyw  pic.twitter.com/D4GjpwqNvR",1189555397214003206,2019-10-30,14:51:22,reppetestauber,7,0,5,2019-10-30 14:51:22
"I had the pleasure of sitting down with AIPAC today to discuss the importance of maintaining a strong relationship between the United States and Israel. As our top ally in the Middle East, I will always stand by Israel and her people. pic.twitter.com/IpQuPFgayh",1189271896631721986,2019-10-29,20:04:50,reppetestauber,6,9,41,2019-10-29 20:04:50
We must pass the #USMCAnow. https://twitter.com/USChamber/status/1188555986648424449 …,1188881605823258625,2019-10-28,18:13:57,reppetestauber,66,313,944,2019-10-28 18:13:57
The death of Abu Bakr al-Baghdadi is a significant step in our fight against ISIS and mission to make the world a safer place.,1188485934851002371,2019-10-27,16:01:42,reppetestauber,0,6,25,2019-10-27 16:01:42
"Today is a great day for the American people and our allies. Thanks to the remarkable bravery of our Armed Forces and the leadership of President Trump, the most ruthless terrorist in the world has been brought to justice.",1188485603987480583,2019-10-27,16:00:23,reppetestauber,9,16,60,2019-10-27 16:00:23
Tomorrow is National Prescription Drug #TakeBackDay. Help prevent drug addiction and overdose deaths by turning in your unused or expired prescription drugs to a DEA collection site. Click the following link to find a site near you:  https://bit.ly/2Pjkk0H  pic.twitter.com/TOyFNABKCX,1187829326298992641,2019-10-25,20:32:34,reppetestauber,0,0,3,2019-10-25 20:32:34
"As a small biz owner & member of the @HSBCgop, I know access to capital is a big issue facing aspiring entrepreneurs. That’s why I was happy to sit down w/ Shawn & Michael from @EFund_mn & thank them for providing critical loans that have helped small biz across the #MN08 thrive. pic.twitter.com/l2U2y746pL",1187089873691467777,2019-10-23,19:34:15,reppetestauber,4,5,9,2019-10-23 19:34:15
"I was happy to help the bipartisan Women’s Business Centers Improvements Act pass the House last night. This legislation, of which I am a cosponsor, will help women-owned small businesses grow, create jobs, and serve their communities!",1186645353476567040,2019-10-22,14:07:53,reppetestauber,8,7,17,2019-10-22 14:07:53
"It was an pleasure catching up w/Midshipman Kevin Harris from Hermantown. Not too long ago, I coached Kevin in hockey. He is a great young man and I was not at all surprised when he got into the Naval Academy back in 2017.  I was glad for the chance to thank him for his service. pic.twitter.com/y8x3CLak8C",1186335659235172362,2019-10-21,17:37:16,reppetestauber,6,7,48,2019-10-21 17:37:16
I have such great memories of this game. #MN08 was well represented on the #80MiracleTeam! https://twitter.com/1980MiracleTeam/status/1184496756677107713 …,1185237149756674048,2019-10-18,16:52:11,reppetestauber,2,6,19,2019-10-18 16:52:11
"Will you be in the Crosslake area this Saturday? If so, come join me at my Congress on Your Corner event to discuss the most pressing issues facing this nation. https://bit.ly/35P375c ",1185188429631557633,2019-10-18,13:38:36,reppetestauber,7,1,8,2019-10-18 13:38:36
