tweet,id,date,time,username,replies_count,retweets_count,likes_count,tdatetime
"I’ve long been working to strengthen America’s icebreaker fleet—& in 2019,  I successfully ensured that when the new heavy icebreakers enter service, they will be based out of Seattle. Read more on the positive impacts this will have on the city & region: https://www.seattletimes.com/opinion/editorials/new-seattle-based-icebreakers-cant-come-soon-enough/ …",1212119989429395456,2019-12-31,21:15:00,pattymurray,24,22,156,2019-12-31 21:15:00
"Our economy should work for everyone—not just big corporate CEOs and billionaires. I introduced the PRO Act to strengthen workers’ bargaining power & their right to join a union so they can fight for safer working conditions, better pay, and a secure retirement. pic.twitter.com/Ae6r5z7Ifh",1212052041734008836,2019-12-31,16:45:00,pattymurray,25,44,170,2019-12-31 16:45:00
"Louisiana’s Act 620 provides no medical benefit and would harm patients by stifling access to abortion care. The Supreme Court should uphold the constitutionally protected right to safe, legal abortion and strike down this extreme law.",1211817999549816833,2019-12-31,01:15:00,pattymurray,41,118,409,2019-12-31 01:15:00
"Community health centers are a critical resource to help Washingtonians access vital primary care. This year, I helped bring new resources to community health centers statewide, including new funding specifically for oral health care. pic.twitter.com/behbaCHE4f",1211728660878761989,2019-12-30,19:20:00,pattymurray,11,18,69,2019-12-30 19:20:00
"With more and more Washingtonians impacted by substance misuse, this year I'm glad we were able to bring critical federal funding for prevention, telemedicine, and recovery services to help combat the opioid epidemic across WA. https://www.murray.senate.gov/public/index.cfm/newsreleases?ContentRecord_id=EBB5D0DF-F340-4195-BE62-D138B24E7C5C …",1211682104196521984,2019-12-30,16:15:00,pattymurray,20,20,88,2019-12-30 16:15:00
"SNAP has helped hundreds of thousands of families in WA and across the country put nutritious food on the table.
 
I will keep fighting to reverse the Administration’s rule that hurts families, public health, & local economies.",1211448061786034176,2019-12-30,00:45:00,pattymurray,48,183,796,2019-12-30 00:45:00
Sending @repjohnlewis and his family prayers and courage as they face this next of so many tough fights. We’ll all be holding you in our thoughts.,1211446168334548992,2019-12-30,00:37:28,pattymurray,4,34,295,2019-12-30 00:37:28
So many families in WA & across the country struggle to make ends meet because of the high costs of child care. The Child Care for Working Families Act is a critical and needed step to address our nation’s child care crisis. #ChildCare4All,1211383890100641792,2019-12-29,20:30:00,pattymurray,21,72,277,2019-12-29 20:30:00
"As a proud partner to Indian Country, I’m pleased to have helped secure critical funding this year to support affordable housing in WA's tribal communities, as well as critical upgrades to facilities at historical tribal fishing access sites. pic.twitter.com/M6huhabFis",1211338591122677761,2019-12-29,17:30:00,pattymurray,7,42,217,2019-12-29 17:30:00
"I’ll keep fighting to pass the #PaycheckFairness Act to:
➡️help close the gender pay gap
➡️reaffirm every worker has the right to #EqualPay for equal work
➡️protect workers from retaliation for talking about salary info",1211078124278026240,2019-12-29,00:15:00,pattymurray,23,69,219,2019-12-29 00:15:00
