tweet,id,date,time,username,replies_count,retweets_count,likes_count,tdatetime
"This upgrade, on top of my measure – now law – launching investigation into FAA’s airline safety enforcement, will make our skies that much safer this holiday season. ✈️",1068601444973068290,2018-11-30,20:23:32,repcharliecrist,0,1,6,2018-11-30 20:23:32
Thank you to @Allegiant for putting safety first by retiring its last MD-80. https://www.cbsnews.com/news/allegiant-air-flight-3-flies-retires-md80-plane-aging-fleet-months-after-60-minutes-investigation/ …,1068601444163616771,2018-11-30,20:23:32,repcharliecrist,2,3,14,2018-11-30 20:23:32
Introduced bipartisan carbon fee bill this week to cut carbon emissions & return revenue to American households in a monthly check – putting a #PriceOnPollution ! #ClimateFriday https://twitter.com/newstalkflorida/status/1068140733494890496 …,1068588410355544066,2018-11-30,19:31:45,repcharliecrist,5,9,42,2018-11-30 19:31:45
"Pinellas families depend on the #NFIP before, during, and after storms, providing peace of mind that their home will be covered if disaster strikes. Congress must #reauthorizeNFIP to protect Florida communities! https://youtu.be/VanKIRoTNN8 ",1068286192603590656,2018-11-29,23:30:50,repcharliecrist,0,0,0,2018-11-29 23:30:50
Local leaders share views on @usfsp consolidation – goal is to strengthen the university & our community. https://goo.gl/MMQ6Sy ,1068220896157020165,2018-11-29,19:11:22,repcharliecrist,1,1,1,2018-11-29 19:11:22
"#NFIP doesn’t just protect homes, businesses also depend on this program for coverage. We must #reauthorizeNFIP now to protect Pinellas #smallbiz! pic.twitter.com/2EoawMVe0f",1068180369453850625,2018-11-29,16:30:20,repcharliecrist,1,2,2,2018-11-29 16:30:20
"Troubling report by the @TB_Times – the families, and our community, demand answers. https://twitter.com/TB_Times/status/1067833411258204162 …",1067912777497526272,2018-11-28,22:47:01,repcharliecrist,2,2,0,2018-11-28 22:47:01
"Putting a #PriceOnPollution is key to combating #climatechange. Our bipartisan bill takes historic steps towards a greener & cleaner economy, AND uses the revenue to cut a monthly check to every American! https://twitter.com/FLPhoenixNews/status/1067801315437367297 …",1067888497481195520,2018-11-28,21:10:32,repcharliecrist,6,11,25,2018-11-28 21:10:32
Our bipartisan carbon fee bill takes historic steps toward reducing carbon dependency – key to addressing climate crisis – while using the revenue generated to cut a monthly check to every American. A win-win solution! pic.twitter.com/Ao7XQhLaiE,1067817467249139713,2018-11-28,16:28:17,repcharliecrist,6,30,79,2018-11-28 16:28:17
"New climate report shows continued inaction would be catastrophic for our environment, economy & Americans’ health.",1067817466397642752,2018-11-28,16:28:17,repcharliecrist,3,5,14,2018-11-28 16:28:17
"We’re unveiling historic, bipartisan carbon fee legislation needed to fight climate change – tune in now! https://twitter.com/RepTedDeutch/status/1067782416251658240 …",1067783051755888646,2018-11-28,14:11:32,repcharliecrist,7,35,114,2018-11-28 14:11:32
"Families fleeing violence and persecution have traveled thousands of miles to legally apply for asylum. Women and young children were met with tear gas. It’s inhumane, un-American, and unacceptable. https://twitter.com/NPR/status/1066849667835604992 …",1067584358222110720,2018-11-28,01:02:00,repcharliecrist,3,7,17,2018-11-28 01:02:00
"New report on #climatechange makes clear the clock is ticking, the time for action is now. #ClimateChangeIsReal #NCA4 https://twitter.com/CNN/status/1067050683940126720 …",1067528973473718272,2018-11-27,21:21:55,repcharliecrist,0,5,11,2018-11-27 21:21:55
.@PSCUForward great example of a Pinellas business revolutionizing the industry – protecting people’s money and helping folks build a secure financial future! pic.twitter.com/NkkrFujLav,1067471193740070912,2018-11-27,17:32:19,repcharliecrist,0,5,13,2018-11-27 17:32:19
Domestic abuse and sexual assault are destructive for families and communities. It’s up to all of us to end violence against women and lift up the voices of survivors – we’re in this together! #EndVAW https://twitter.com/usfsp/status/1062435912116789248 …,1066734759710142465,2018-11-25,16:46:00,repcharliecrist,2,2,5,2018-11-25 16:46:00
"When we #ShopSmall, Pinellas wins big! Share your favorite place to #shopsmall and help lift up your favorite local #smallbiz. pic.twitter.com/cAhn1QECiV",1066399803238727681,2018-11-24,18:35:00,repcharliecrist,0,0,10,2018-11-24 18:35:00
#SmallBusinessSaturday = great opportunity to support local businesses while tackling holiday shopping! pic.twitter.com/2z0gcrnmzc,1066351484202233856,2018-11-24,15:23:00,repcharliecrist,1,2,5,2018-11-24 15:23:00
Wishing you and yours a safe and Happy #Thanksgiving – so much to be thankful for! pic.twitter.com/Fid8UG53kV,1065639543158693888,2018-11-22,16:14:00,repcharliecrist,2,2,4,2018-11-22 16:14:00
"For our nation’s military families, love is an act of service. This #MilitaryFamilyMonth we recognize the sacrifices made by the loved ones of our country’s active servicemembers and thank them for the support they give every day. A grateful nation salutes you. pic.twitter.com/brdbdrrAxE",1065351897526071296,2018-11-21,21:11:00,repcharliecrist,0,1,9,2018-11-21 21:11:00
Is your family covered for 2019? Check out the Health Insurance Marketplace to find a plan that works for you and #staycovered in the New Year. pic.twitter.com/IEZUlSSNAY,1064957046376865792,2018-11-20,19:02:00,repcharliecrist,0,6,7,2018-11-20 19:02:00
"This #NationalAdoptionMonth , we’re grateful to the thousands of adoptive families who have opened their doors and their hearts to a child in need – that’s what the season of giving is all about!  #NAM2018 #Adoption https://twitter.com/ACFHHS/status/1064565238828335105 …",1064650689677328385,2018-11-19,22:44:39,repcharliecrist,1,1,6,2018-11-19 22:44:39
No veteran should have their benefits or care impacted by their treatment choices! https://goo.gl/uuGjCH ,1064568597425659906,2018-11-19,17:18:27,repcharliecrist,0,4,5,2018-11-19 17:18:27
