tweet,id,date,time,username,replies_count,retweets_count,likes_count,tdatetime
RELEASE: Chairwoman @RepEBJ Statement on the Loss of William Ruckelshaus https://science.house.gov/news/press-releases/chairwoman-johnson-statement-on-the-loss-of-william-ruckelshaus …,1199847051095347200,2019-11-28,00:26:43,housescience,0,0,1,2019-11-28 00:26:43
"This report reaffirms that we must work quickly to strengthen investments in the R&D of technologies that reduce emissions, such as carbon capture, utilization, and storage and methane leak detection and mitigation. https://twitter.com/WMO/status/1198955904059748352 …",1199403766241472517,2019-11-26,19:05:16,housescience,1,2,2,2019-11-26 19:05:16
"Happy Fibonacci Day! Every number in a Fibonacci sequence is the sum of the two numbers that come before it. Making today's date, 11/23, a Fibonacci sequence.",1198277528252801024,2019-11-23,16:30:00,housescience,0,9,19,2019-11-23 16:30:00
RELEASE: Chairwoman @RepEBJ Responds to Science Committee Minority Members’ Letter of Concern https://science.house.gov/news/press-releases/chairwoman-johnson-responds-to-science-committee-minority-members-letter-of-concern …,1197930335964684288,2019-11-22,17:30:23,housescience,1,2,2,2019-11-22 17:30:23
"Chairwoman @RepEBJ: ""We must strengthen our investment in the Department of Energy’s Office of Fossil Energy, which amongst other activities, supports research to reduce emissions that result from the production and use of fossil fuels."" https://science.house.gov/news/press-releases/chairwoman-johnsons-opening-statement-for-advanced-carbon-capture-randd-field-hearing …",1197922777501712385,2019-11-22,17:00:21,housescience,0,2,1,2019-11-22 17:00:21
"Chair @RepFletcher: ""Carbon capture, utilization, and storage provides an important pathway to meeting our energy needs and reducing our carbon emissions."" https://science.house.gov/news/press-releases/chair-fletchers-opening-statement-for-advanced-carbon-capture-randd-field-hearing …",1197919187458543617,2019-11-22,16:46:05,housescience,1,0,2,2019-11-22 16:46:05
"HAPPENING SOON: @RepFletcher will chair a field hearing in Houston, TX on advanced carbon capture research and development. 

↓ Learn More ↓ https://science.house.gov/hearings/field-hearing-the-future-of-advanced-carbon-capture-research-and-development …",1197909048840069121,2019-11-22,16:05:47,housescience,0,0,3,2019-11-22 16:05:47
"[Numerical weather prediction] performance gains are directly related to availability of high-performance computing and data handling systems. Sufficient reserved capacity for research and development work, and reliable access to it, is crucial. -  Dr. Auligne, @ucar_news",1197239841160863744,2019-11-20,19:46:36,housescience,0,1,2,2019-11-20 19:46:36
"EPIC represents a singular, generational opportunity to elevate US NWP capabilities to the best in the world. Doing so will optimize the resiliency of the nation to the impacts of weather & climate on our lives, livelihood, economy& national security.-Dr. Neilley, @weathercompany",1197236961800523784,2019-11-20,19:35:09,housescience,0,0,2,2019-11-20 19:35:09
"EPIC must become the center of US model development and testing, & resources should be concentrated there. EPIC needs resources, independence, autonomy, stability and, most importantly, responsibility to deliver the best weather modeling system in the world.-Dr. Mass, @UWAtmosSci",1197236372345634817,2019-11-20,19:32:49,housescience,0,0,3,2019-11-20 19:32:49
"Public accessibility of model codes, data & supporting infrastructure through scalable, commercial cloud-based High-Performance Computing architecture will enable external research partners to develop, test and provide feedback on the American modeling system. - Dr. Jacobs, @NOAA",1197233147840270336,2019-11-20,19:20:00,housescience,0,0,1,2019-11-20 19:20:00
LIVE HEARING: A Task of EPIC Proportions: Reclaiming U.S. Leadership in Weather Modeling and Prediction https://science.house.gov/hearings/a-task-of-epic-proportions-reclaiming-us-leadership-in-weather-modeling-and-prediction …,1197227797044969472,2019-11-20,18:58:44,housescience,0,1,5,2019-11-20 18:58:44
"Chairwoman @RepEBJ: ""Through modernization of data systems and data analytic tools across the federal and state levels, we will be able to accelerate vaccine research and development for many diseases."" https://science.house.gov/news/press-releases/chairwoman-johnsons-opening-statement-for-vaccine-science-hearing …",1197172640424873984,2019-11-20,15:19:34,housescience,0,0,0,2019-11-20 15:19:34
"LIVE NOW: Fighting Flu, Saving Lives: Vaccine Science and Innovation

Follow along below! https://science.house.gov/hearings/fighting-flu-saving-lives-vaccine-science-and-innovation …",1197168087101034496,2019-11-20,15:01:28,housescience,0,4,1,2019-11-20 15:01:28
 pic.twitter.com/XtQvwKG0Ws,1196552253882146820,2019-11-18,22:14:22,housescience,0,0,2,2019-11-18 22:14:22
"""Ensuring a clean and sustainable environment is critical to safeguarding the health of all Americans, including our future generations."" - Chairwoman @RepEBJ at the @LancetCountdown DC launch event this morning https://science.house.gov/news/press-releases/chairwoman-johnsons-remarks-at-the-launch-of-the-2019-lancet-countdown-on-health-and-climate-change-global-report-and-us-policy-brief- …",1196492723035000832,2019-11-18,18:17:49,housescience,0,0,3,2019-11-18 18:17:49
"ICYMI→ @thehill: What has EPA been hiding about formaldehyde?
Authored by Chairwoman @RepEBJ. https://thehill.com/blogs/congress-blog/energy-environment/470737-what-has-epa-been-hiding-about-formaldehyde?rnd=1573908056 …",1196466071936606209,2019-11-18,16:31:55,housescience,1,3,3,2019-11-18 16:31:55
BREAKING: Science Committee Chairwoman @RepEBJ Issues Subpoenas to EPA https://science.house.gov/news/press-releases/science-committee-chairwoman-issues-subpoenas-to-epa …,1195444381769031680,2019-11-15,20:52:05,housescience,1,5,11,2019-11-15 20:52:05
We held a hearing on emerging technologies in plastics recycling in April. Learn more below! #AmericaRecyclesDay https://science.house.gov/hearings/closing-the-loop-emerging-technologies-in-plastics-recycling …,1195430530029895680,2019-11-15,19:57:03,housescience,0,0,2,2019-11-15 19:57:03
Today is #AmericaRecyclesDay! #DYK some estimates suggest that every year Americans dispose of 22 million tons of products that could have been recycled? We must strengthen our efforts to improve recycling technologies through innovation and smart incentives and policies.,1195430529073594369,2019-11-15,19:57:02,housescience,2,1,2,2019-11-15 19:57:02
"This year is the 150th anniversary of the establishment of the Periodic Table, and as a result we are celebrating the International Year of the Periodic Table of Chemical Elements! Watch the video below to learn why Silicon is Chairwoman @RepEBJ's favorite element. #MyFaveElement pic.twitter.com/f2fz733pjl",1195085238482935808,2019-11-14,21:04:59,housescience,0,10,16,2019-11-14 21:04:59
"""Fundamental investment in scientific capital is essential to  overcome the substantial challenges geothermal energy faces."" - Mr. Cohan of @enelgreenpower",1195072788853350400,2019-11-14,20:15:30,housescience,0,0,3,2019-11-14 20:15:30
"""By expanding the use of geothermal resources across the United States, we build a more resilient, diversified electric grid, and cleaner environment for generations to come."" - Ms. Richards of @SMU",1195071252144304139,2019-11-14,20:09:24,housescience,0,0,1,2019-11-14 20:09:24
"""Marine energy is one of the last significant untapped renewable resources."" - Dr. Robertson of @PMEC_us",1195068057384824832,2019-11-14,19:56:42,housescience,0,2,3,2019-11-14 19:56:42
"""Both geothermal and water power technologies have the capacity to supply valuable baseload power and provide additional grid services such as storage."" -Dr. Solan of @eeregov",1195066852675870720,2019-11-14,19:51:55,housescience,0,0,4,2019-11-14 19:51:55
"Chairwoman @RepEBJ: ""Federal R&D can continue to lower water and geothermal power costs and validate their emerging applications."" https://science.house.gov/news/press-releases/chairwoman-johnsons-opening-statement-for-water-and-geothermal-power-hearing …",1195064790001078274,2019-11-14,19:43:43,housescience,0,0,1,2019-11-14 19:43:43
"Chairman @RepConorLamb: ""The Earth contains vast amounts of heat just under its surface, which can be tapped and turned into electricity. Today, just 0.4% of total U.S. utility-scale electricity generation is produced by geothermal power plants."" https://science.house.gov/news/press-releases/chairman-lambs-opening-statement-for-water-and-geothermal-power-hearing …",1195063547123916800,2019-11-14,19:38:47,housescience,0,0,3,2019-11-14 19:38:47
"HAPPENING NOW: Water and Geothermal Power: Unearthing the Next Wave of Energy Innovation

Be sure to tune in! https://science.house.gov/hearings/water-and-geothermal-power-unearthing-the-next-wave-of-energy-innovation …",1195057469065777152,2019-11-14,19:14:38,housescience,0,0,2,2019-11-14 19:14:38
"READ Chairwoman @RepEBJ's Opening Statement for Markup of H.R. 4704, H.R. 4990, and H.R. 4979 https://science.house.gov/news/press-releases/chairwoman-johnson-opening-statement-for-markup-of-hr-4704-hr-4990-and-hr-4979 …",1194996109778849792,2019-11-14,15:10:49,housescience,0,0,1,2019-11-14 15:10:49
"LIVE NOW: Full Committee Markup of
📜H.R. 4704 – Advancing Research to Prevent Suicide Act
📜H.R. 4990 – Election Technology Research Act
📜H.R. 4979 – Rural STEM Education Act

Livestream below! https://science.house.gov/markups/full-committee-markup-of-hr-4979-hr-4704-and-hr-4990 …",1194994420854247425,2019-11-14,15:04:06,housescience,0,0,3,2019-11-14 15:04:06
